100,UNIQUE_SUM: m=100 const shiftHash
1,0.000000,100.000000
2,0.000000,200.000000
3,0.000000,300.000000
4,0.000000,400.000000
5,0.000000,500.000000
6,0.000000,600.000000
7,0.000000,700.000000
8,0.000000,800.000000
9,0.000000,900.000000
10,0.000000,1000.000000
11,0.000000,1100.000000
12,0.000000,1200.000000
13,0.000000,1300.000000
14,0.000000,1400.000000
15,0.000000,1500.000000
16,0.000000,1600.000000
17,0.000000,1700.000000
18,0.000000,1800.000000
19,0.000000,1900.000000
20,0.000000,2000.000000
21,0.000000,2100.000000
22,0.000000,2200.000000
23,0.000000,2300.000000
24,0.000000,2400.000000
25,0.000000,2500.000000
26,0.000000,2600.000000
27,0.000000,2700.000000
28,0.000000,2800.000000
29,0.000000,2900.000000
30,0.000000,3000.000000
31,0.000000,3100.000000
32,0.000000,3200.000000
33,0.000000,3300.000000
34,0.000000,3400.000000
35,0.000000,3500.000000
36,0.000000,3600.000000
37,0.000000,3700.000000
38,0.000000,3800.000000
39,0.000000,3900.000000
40,0.000000,4000.000000
41,0.000000,4100.000000
42,0.000000,4200.000000
43,0.000000,4300.000000
44,0.000000,4400.000000
45,0.000000,4500.000000
46,0.000000,4600.000000
47,0.000000,4700.000000
48,0.000000,4800.000000
49,0.000000,4900.000000
50,0.000000,5000.000000
51,0.000000,5100.000000
52,0.000000,5200.000000
53,0.000000,5300.000000
54,0.000000,5400.000000
55,0.000000,5500.000000
56,0.000000,5600.000000
57,0.000000,5700.000000
58,0.000000,5800.000000
59,0.000000,5900.000000
60,0.000000,6000.000000
61,0.000000,6100.000000
62,0.000000,6200.000000
63,0.000000,6300.000000
64,0.000000,6400.000000
65,0.000000,6500.000000
66,0.000000,6600.000000
67,0.000000,6700.000000
68,0.000000,6800.000000
69,0.000000,6900.000000
70,0.000000,7000.000000
71,0.000000,7100.000000
72,0.000000,7200.000000
73,0.000000,7300.000000
74,0.000000,7400.000000
75,0.000000,7500.000000
76,0.000000,7600.000000
77,0.000000,7700.000000
78,0.000000,7800.000000
79,0.000000,7900.000000
80,0.000000,8000.000000
81,0.000000,8100.000000
82,0.000000,8200.000000
83,0.000000,8300.000000
84,0.000000,8400.000000
85,0.000000,8500.000000
86,0.000000,8600.000000
87,0.000000,8700.000000
88,0.000000,8800.000000
89,0.000000,8900.000000
90,0.000000,9000.000000
91,0.000000,9100.000000
92,0.000000,9200.000000
93,0.000000,9300.000000
94,0.000000,9400.000000
95,0.000000,9500.000000
96,0.000000,9600.000000
97,0.000000,9700.000000
98,0.000000,9800.000000
99,0.000000,9900.000000
100,0.000000,10000.000000
101,0.000000,10100.000000
102,0.000000,10200.000000
103,0.000000,10300.000000
104,0.000000,10400.000000
105,0.000000,10500.000000
106,0.000000,10600.000000
107,0.000000,10700.000000
108,0.000000,10800.000000
109,0.000000,10900.000000
110,0.000000,11000.000000
111,0.000000,11100.000000
112,0.000000,11200.000000
113,0.000000,11300.000000
114,0.000000,11400.000000
115,0.000000,11500.000000
116,0.000000,11600.000000
117,0.000000,11700.000000
118,0.000000,11800.000000
119,0.000000,11900.000000
120,0.000000,12000.000000
121,0.000000,12100.000000
122,0.000000,12200.000000
123,0.000000,12300.000000
124,0.000000,12400.000000
125,0.000000,12500.000000
126,0.000000,12600.000000
127,0.000000,12700.000000
128,0.000000,12800.000000
129,0.000000,12900.000000
130,0.000000,13000.000000
131,0.000000,13100.000000
132,0.000000,13200.000000
133,0.000000,13300.000000
134,0.000000,13400.000000
135,0.000000,13500.000000
136,0.000000,13600.000000
137,0.000000,13700.000000
138,0.000000,13800.000000
139,0.000000,13900.000000
140,0.000000,14000.000000
141,0.000000,14100.000000
142,0.000000,14200.000000
143,0.000000,14300.000000
144,0.000000,14400.000000
145,0.000000,14500.000000
146,0.000000,14600.000000
147,0.000000,14700.000000
148,0.000000,14800.000000
149,0.000000,14900.000000
150,0.000000,15000.000000
151,0.000000,15100.000000
152,0.000000,15200.000000
153,0.000000,15300.000000
154,0.000000,15400.000000
155,0.000000,15500.000000
156,0.000000,15600.000000
157,0.000000,15700.000000
158,0.000000,15800.000000
159,0.000000,15900.000000
160,0.000000,16000.000000
161,0.000000,16100.000000
162,0.000000,16200.000000
163,0.000000,16300.000000
164,0.000000,16400.000000
165,0.000000,16500.000000
166,0.000000,16600.000000
167,0.000000,16700.000000
168,0.000000,16800.000000
169,0.000000,16900.000000
170,0.000000,17000.000000
171,0.000000,17100.000000
172,0.000000,17200.000000
173,0.000000,17300.000000
174,0.000000,17400.000000
175,0.000000,17500.000000
176,0.000000,17600.000000
177,0.000000,17700.000000
178,0.000000,17800.000000
179,0.000000,17900.000000
180,0.000000,18000.000000
181,0.000000,18100.000000
182,0.000000,18200.000000
183,0.000000,18300.000000
184,0.000000,18400.000000
185,0.000000,18500.000000
186,0.000000,18600.000000
187,0.000000,18700.000000
188,0.000000,18800.000000
189,0.000000,18900.000000
190,0.000000,19000.000000
191,0.000000,19100.000000
192,0.000000,19200.000000
193,0.000000,19300.000000
194,0.000000,19400.000000
195,0.000000,19500.000000
196,0.000000,19600.000000
197,0.000000,19700.000000
198,0.000000,19800.000000
199,0.000000,19900.000000
200,0.000000,20000.000000
201,0.000000,20100.000000
202,0.000000,20200.000000
203,0.000000,20300.000000
204,0.000000,20400.000000
205,0.000000,20500.000000
206,0.000000,20600.000000
207,0.000000,20700.000000
208,0.000000,20800.000000
209,0.000000,20900.000000
210,0.000000,21000.000000
211,0.000000,21100.000000
212,0.000000,21200.000000
213,0.000000,21300.000000
214,0.000000,21400.000000
215,0.000000,21500.000000
216,0.000000,21600.000000
217,0.000000,21700.000000
218,0.000000,21800.000000
219,0.000000,21900.000000
220,0.000000,22000.000000
221,0.000000,22100.000000
222,0.000000,22200.000000
223,0.000000,22300.000000
224,0.000000,22400.000000
225,0.000000,22500.000000
226,0.000000,22600.000000
227,0.000000,22700.000000
228,0.000000,22800.000000
229,0.000000,22900.000000
230,0.000000,23000.000000
231,0.000000,23100.000000
232,0.000000,23200.000000
233,0.000000,23300.000000
234,0.000000,23400.000000
235,0.000000,23500.000000
236,0.000000,23600.000000
237,0.000000,23700.000000
238,0.000000,23800.000000
239,0.000000,23900.000000
240,0.000000,24000.000000
241,0.000000,24100.000000
242,0.000000,24200.000000
243,0.000000,24300.000000
244,0.000000,24400.000000
245,0.000000,24500.000000
246,0.000000,24600.000000
247,0.000000,24700.000000
248,0.000000,24800.000000
249,0.000000,24900.000000
250,0.000000,25000.000000
251,0.000000,25100.000000
252,0.000000,25200.000000
253,0.000000,25300.000000
254,0.000000,25400.000000
255,0.000000,25500.000000
256,0.000000,25600.000000
257,0.000000,25700.000000
258,0.000000,25800.000000
259,0.000000,25900.000000
260,0.000000,26000.000000
261,0.000000,26100.000000
262,0.000000,26200.000000
263,0.000000,26300.000000
264,0.000000,26400.000000
265,0.000000,26500.000000
266,0.000000,26600.000000
267,0.000000,26700.000000
268,0.000000,26800.000000
269,0.000000,26900.000000
270,0.000000,27000.000000
271,0.000000,27100.000000
272,0.000000,27200.000000
273,0.000000,27300.000000
274,0.000000,27400.000000
275,0.000000,27500.000000
276,0.000000,27600.000000
277,0.000000,27700.000000
278,0.000000,27800.000000
279,0.000000,27900.000000
280,0.000000,28000.000000
281,0.000000,28100.000000
282,0.000000,28200.000000
283,0.000000,28300.000000
284,0.000000,28400.000000
285,0.000000,28500.000000
286,0.000000,28600.000000
287,0.000000,28700.000000
288,0.000000,28800.000000
289,0.000000,28900.000000
290,0.000000,29000.000000
291,0.000000,29100.000000
292,0.000000,29200.000000
293,0.000000,29300.000000
294,0.000000,29400.000000
295,0.000000,29500.000000
296,0.000000,29600.000000
297,0.000000,29700.000000
298,0.000000,29800.000000
299,0.000000,29900.000000
300,0.000000,30000.000000
301,0.000000,30100.000000
302,0.000000,30200.000000
303,0.000000,30300.000000
304,0.000000,30400.000000
305,0.000000,30500.000000
306,0.000000,30600.000000
307,0.000000,30700.000000
308,0.000000,30800.000000
309,0.000000,30900.000000
310,0.000000,31000.000000
311,0.000000,31100.000000
312,0.000000,31200.000000
313,0.000000,31300.000000
314,0.000000,31400.000000
315,0.000000,31500.000000
316,0.000000,31600.000000
317,0.000000,31700.000000
318,0.000000,31800.000000
319,0.000000,31900.000000
320,0.000000,32000.000000
321,0.000000,32100.000000
322,0.000000,32200.000000
323,0.000000,32300.000000
324,0.000000,32400.000000
325,0.000000,32500.000000
326,0.000000,32600.000000
327,0.000000,32700.000000
328,0.000000,32800.000000
329,0.000000,32900.000000
330,0.000000,33000.000000
331,0.000000,33100.000000
332,0.000000,33200.000000
333,0.000000,33300.000000
334,0.000000,33400.000000
335,0.000000,33500.000000
336,0.000000,33600.000000
337,0.000000,33700.000000
338,0.000000,33800.000000
339,0.000000,33900.000000
340,0.000000,34000.000000
341,0.000000,34100.000000
342,0.000000,34200.000000
343,0.000000,34300.000000
344,0.000000,34400.000000
345,0.000000,34500.000000
346,0.000000,34600.000000
347,0.000000,34700.000000
348,0.000000,34800.000000
349,0.000000,34900.000000
350,0.000000,35000.000000
351,0.000000,35100.000000
352,0.000000,35200.000000
353,0.000000,35300.000000
354,0.000000,35400.000000
355,0.000000,35500.000000
356,0.000000,35600.000000
357,0.000000,35700.000000
358,0.000000,35800.000000
359,0.000000,35900.000000
360,0.000000,36000.000000
361,0.000000,36100.000000
362,0.000000,36200.000000
363,0.000000,36300.000000
364,0.000000,36400.000000
365,0.000000,36500.000000
366,0.000000,36600.000000
367,0.000000,36700.000000
368,0.000000,36800.000000
369,0.000000,36900.000000
370,0.000000,37000.000000
371,0.000000,37100.000000
372,0.000000,37200.000000
373,0.000000,37300.000000
374,0.000000,37400.000000
375,0.000000,37500.000000
376,0.000000,37600.000000
377,0.000000,37700.000000
378,0.000000,37800.000000
379,0.000000,37900.000000
380,0.000000,38000.000000
381,0.000000,38100.000000
382,0.000000,38200.000000
383,0.000000,38300.000000
384,0.000000,38400.000000
385,0.000000,38500.000000
386,0.000000,38600.000000
387,0.000000,38700.000000
388,0.000000,38800.000000
389,0.000000,38900.000000
390,0.000000,39000.000000
391,0.000000,39100.000000
392,0.000000,39200.000000
393,0.000000,39300.000000
394,0.000000,39400.000000
395,0.000000,39500.000000
396,0.000000,39600.000000
397,0.000000,39700.000000
398,0.000000,39800.000000
399,0.000000,39900.000000
400,0.000000,40000.000000
401,0.000000,40100.000000
402,0.000000,40200.000000
403,0.000000,40300.000000
404,0.000000,40400.000000
405,0.000000,40500.000000
406,0.000000,40600.000000
407,0.000000,40700.000000
408,0.000000,40800.000000
409,0.000000,40900.000000
410,0.000000,41000.000000
411,0.000000,41100.000000
412,0.000000,41200.000000
413,0.000000,41300.000000
414,0.000000,41400.000000
415,0.000000,41500.000000
416,0.000000,41600.000000
417,0.000000,41700.000000
418,0.000000,41800.000000
419,0.000000,41900.000000
420,0.000000,42000.000000
421,0.000000,42100.000000
422,0.000000,42200.000000
423,0.000000,42300.000000
424,0.000000,42400.000000
425,0.000000,42500.000000
426,0.000000,42600.000000
427,0.000000,42700.000000
428,0.000000,42800.000000
429,0.000000,42900.000000
430,0.000000,43000.000000
431,0.000000,43100.000000
432,0.000000,43200.000000
433,0.000000,43300.000000
434,0.000000,43400.000000
435,0.000000,43500.000000
436,0.000000,43600.000000
437,0.000000,43700.000000
438,0.000000,43800.000000
439,0.000000,43900.000000
440,0.000000,44000.000000
441,0.000000,44100.000000
442,0.000000,44200.000000
443,0.000000,44300.000000
444,0.000000,44400.000000
445,0.000000,44500.000000
446,0.000000,44600.000000
447,0.000000,44700.000000
448,0.000000,44800.000000
449,0.000000,44900.000000
450,0.000000,45000.000000
451,0.000000,45100.000000
452,0.000000,45200.000000
453,0.000000,45300.000000
454,0.000000,45400.000000
455,0.000000,45500.000000
456,0.000000,45600.000000
457,0.000000,45700.000000
458,0.000000,45800.000000
459,0.000000,45900.000000
460,0.000000,46000.000000
461,0.000000,46100.000000
462,0.000000,46200.000000
463,0.000000,46300.000000
464,0.000000,46400.000000
465,0.000000,46500.000000
466,0.000000,46600.000000
467,0.000000,46700.000000
468,0.000000,46800.000000
469,0.000000,46900.000000
470,0.000000,47000.000000
471,0.000000,47100.000000
472,0.000000,47200.000000
473,0.000000,47300.000000
474,0.000000,47400.000000
475,0.000000,47500.000000
476,0.000000,47600.000000
477,0.000000,47700.000000
478,0.000000,47800.000000
479,0.000000,47900.000000
480,0.000000,48000.000000
481,0.000000,48100.000000
482,0.000000,48200.000000
483,0.000000,48300.000000
484,0.000000,48400.000000
485,0.000000,48500.000000
486,0.000000,48600.000000
487,0.000000,48700.000000
488,0.000000,48800.000000
489,0.000000,48900.000000
490,0.000000,49000.000000
491,0.000000,49100.000000
492,0.000000,49200.000000
493,0.000000,49300.000000
494,0.000000,49400.000000
495,0.000000,49500.000000
496,0.000000,49600.000000
497,0.000000,49700.000000
498,0.000000,49800.000000
499,0.000000,49900.000000
500,0.000000,50000.000000
501,0.000000,50100.000000
502,0.000000,50200.000000
503,0.000000,50300.000000
504,0.000000,50400.000000
505,0.000000,50500.000000
506,0.000000,50600.000000
507,0.000000,50700.000000
508,0.000000,50800.000000
509,0.000000,50900.000000
510,0.000000,51000.000000
511,0.000000,51100.000000
512,0.000000,51200.000000
513,0.000000,51300.000000
514,0.000000,51400.000000
515,0.000000,51500.000000
516,0.000000,51600.000000
517,0.000000,51700.000000
518,0.000000,51800.000000
519,0.000000,51900.000000
520,0.000000,52000.000000
521,0.000000,52100.000000
522,0.000000,52200.000000
523,0.000000,52300.000000
524,0.000000,52400.000000
525,0.000000,52500.000000
526,0.000000,52600.000000
527,0.000000,52700.000000
528,0.000000,52800.000000
529,0.000000,52900.000000
530,0.000000,53000.000000
531,0.000000,53100.000000
532,0.000000,53200.000000
533,0.000000,53300.000000
534,0.000000,53400.000000
535,0.000000,53500.000000
536,0.000000,53600.000000
537,0.000000,53700.000000
538,0.000000,53800.000000
539,0.000000,53900.000000
540,0.000000,54000.000000
541,0.000000,54100.000000
542,0.000000,54200.000000
543,0.000000,54300.000000
544,0.000000,54400.000000
545,0.000000,54500.000000
546,0.000000,54600.000000
547,0.000000,54700.000000
548,0.000000,54800.000000
549,0.000000,54900.000000
550,0.000000,55000.000000
551,0.000000,55100.000000
552,0.000000,55200.000000
553,0.000000,55300.000000
554,0.000000,55400.000000
555,0.000000,55500.000000
556,0.000000,55600.000000
557,0.000000,55700.000000
558,0.000000,55800.000000
559,0.000000,55900.000000
560,0.000000,56000.000000
561,0.000000,56100.000000
562,0.000000,56200.000000
563,0.000000,56300.000000
564,0.000000,56400.000000
565,0.000000,56500.000000
566,0.000000,56600.000000
567,0.000000,56700.000000
568,0.000000,56800.000000
569,0.000000,56900.000000
570,0.000000,57000.000000
571,0.000000,57100.000000
572,0.000000,57200.000000
573,0.000000,57300.000000
574,0.000000,57400.000000
575,0.000000,57500.000000
576,0.000000,57600.000000
577,0.000000,57700.000000
578,0.000000,57800.000000
579,0.000000,57900.000000
580,0.000000,58000.000000
581,0.000000,58100.000000
582,0.000000,58200.000000
583,0.000000,58300.000000
584,0.000000,58400.000000
585,0.000000,58500.000000
586,0.000000,58600.000000
587,0.000000,58700.000000
588,0.000000,58800.000000
589,0.000000,58900.000000
590,0.000000,59000.000000
591,0.000000,59100.000000
592,0.000000,59200.000000
593,0.000000,59300.000000
594,0.000000,59400.000000
595,0.000000,59500.000000
596,0.000000,59600.000000
597,0.000000,59700.000000
598,0.000000,59800.000000
599,0.000000,59900.000000
600,0.000000,60000.000000
601,0.000000,60100.000000
602,0.000000,60200.000000
603,0.000000,60300.000000
604,0.000000,60400.000000
605,0.000000,60500.000000
606,0.000000,60600.000000
607,0.000000,60700.000000
608,0.000000,60800.000000
609,0.000000,60900.000000
610,0.000000,61000.000000
611,0.000000,61100.000000
612,0.000000,61200.000000
613,0.000000,61300.000000
614,0.000000,61400.000000
615,0.000000,61500.000000
616,0.000000,61600.000000
617,0.000000,61700.000000
618,0.000000,61800.000000
619,0.000000,61900.000000
620,0.000000,62000.000000
621,0.000000,62100.000000
622,0.000000,62200.000000
623,0.000000,62300.000000
624,0.000000,62400.000000
625,0.000000,62500.000000
626,0.000000,62600.000000
627,0.000000,62700.000000
628,0.000000,62800.000000
629,0.000000,62900.000000
630,0.000000,63000.000000
631,0.000000,63100.000000
632,0.000000,63200.000000
633,0.000000,63300.000000
634,0.000000,63400.000000
635,0.000000,63500.000000
636,0.000000,63600.000000
637,0.000000,63700.000000
638,0.000000,63800.000000
639,0.000000,63900.000000
640,0.000000,64000.000000
641,0.000000,64100.000000
642,0.000000,64200.000000
643,0.000000,64300.000000
644,0.000000,64400.000000
645,0.000000,64500.000000
646,0.000000,64600.000000
647,0.000000,64700.000000
648,0.000000,64800.000000
649,0.000000,64900.000000
650,0.000000,65000.000000
651,0.000000,65100.000000
652,0.000000,65200.000000
653,0.000000,65300.000000
654,0.000000,65400.000000
655,0.000000,65500.000000
656,0.000000,65600.000000
657,0.000000,65700.000000
658,0.000000,65800.000000
659,0.000000,65900.000000
660,0.000000,66000.000000
661,0.000000,66100.000000
662,0.000000,66200.000000
663,0.000000,66300.000000
664,0.000000,66400.000000
665,0.000000,66500.000000
666,0.000000,66600.000000
667,0.000000,66700.000000
668,0.000000,66800.000000
669,0.000000,66900.000000
670,0.000000,67000.000000
671,0.000000,67100.000000
672,0.000000,67200.000000
673,0.000000,67300.000000
674,0.000000,67400.000000
675,0.000000,67500.000000
676,0.000000,67600.000000
677,0.000000,67700.000000
678,0.000000,67800.000000
679,0.000000,67900.000000
680,0.000000,68000.000000
681,0.000000,68100.000000
682,0.000000,68200.000000
683,0.000000,68300.000000
684,0.000000,68400.000000
685,0.000000,68500.000000
686,0.000000,68600.000000
687,0.000000,68700.000000
688,0.000000,68800.000000
689,0.000000,68900.000000
690,0.000000,69000.000000
691,0.000000,69100.000000
692,0.000000,69200.000000
693,0.000000,69300.000000
694,0.000000,69400.000000
695,0.000000,69500.000000
696,0.000000,69600.000000
697,0.000000,69700.000000
698,0.000000,69800.000000
699,0.000000,69900.000000
700,0.000000,70000.000000
701,0.000000,70100.000000
702,0.000000,70200.000000
703,0.000000,70300.000000
704,0.000000,70400.000000
705,0.000000,70500.000000
706,0.000000,70600.000000
707,0.000000,70700.000000
708,0.000000,70800.000000
709,0.000000,70900.000000
710,0.000000,71000.000000
711,0.000000,71100.000000
712,0.000000,71200.000000
713,0.000000,71300.000000
714,0.000000,71400.000000
715,0.000000,71500.000000
716,0.000000,71600.000000
717,0.000000,71700.000000
718,0.000000,71800.000000
719,0.000000,71900.000000
720,0.000000,72000.000000
721,0.000000,72100.000000
722,0.000000,72200.000000
723,0.000000,72300.000000
724,0.000000,72400.000000
725,0.000000,72500.000000
726,0.000000,72600.000000
727,0.000000,72700.000000
728,0.000000,72800.000000
729,0.000000,72900.000000
730,0.000000,73000.000000
731,0.000000,73100.000000
732,0.000000,73200.000000
733,0.000000,73300.000000
734,0.000000,73400.000000
735,0.000000,73500.000000
736,0.000000,73600.000000
737,0.000000,73700.000000
738,0.000000,73800.000000
739,0.000000,73900.000000
740,0.000000,74000.000000
741,0.000000,74100.000000
742,0.000000,74200.000000
743,0.000000,74300.000000
744,0.000000,74400.000000
745,0.000000,74500.000000
746,0.000000,74600.000000
747,0.000000,74700.000000
748,0.000000,74800.000000
749,0.000000,74900.000000
750,0.000000,75000.000000
751,0.000000,75100.000000
752,0.000000,75200.000000
753,0.000000,75300.000000
754,0.000000,75400.000000
755,0.000000,75500.000000
756,0.000000,75600.000000
757,0.000000,75700.000000
758,0.000000,75800.000000
759,0.000000,75900.000000
760,0.000000,76000.000000
761,0.000000,76100.000000
762,0.000000,76200.000000
763,0.000000,76300.000000
764,0.000000,76400.000000
765,0.000000,76500.000000
766,0.000000,76600.000000
767,0.000000,76700.000000
768,0.000000,76800.000000
769,0.000000,76900.000000
770,0.000000,77000.000000
771,0.000000,77100.000000
772,0.000000,77200.000000
773,0.000000,77300.000000
774,0.000000,77400.000000
775,0.000000,77500.000000
776,0.000000,77600.000000
777,0.000000,77700.000000
778,0.000000,77800.000000
779,0.000000,77900.000000
780,0.000000,78000.000000
781,0.000000,78100.000000
782,0.000000,78200.000000
783,0.000000,78300.000000
784,0.000000,78400.000000
785,0.000000,78500.000000
786,0.000000,78600.000000
787,0.000000,78700.000000
788,0.000000,78800.000000
789,0.000000,78900.000000
790,0.000000,79000.000000
791,0.000000,79100.000000
792,0.000000,79200.000000
793,0.000000,79300.000000
794,0.000000,79400.000000
795,0.000000,79500.000000
796,0.000000,79600.000000
797,0.000000,79700.000000
798,0.000000,79800.000000
799,0.000000,79900.000000
800,0.000000,80000.000000
801,0.000000,80100.000000
802,0.000000,80200.000000
803,0.000000,80300.000000
804,0.000000,80400.000000
805,0.000000,80500.000000
806,0.000000,80600.000000
807,0.000000,80700.000000
808,0.000000,80800.000000
809,0.000000,80900.000000
810,0.000000,81000.000000
811,0.000000,81100.000000
812,0.000000,81200.000000
813,0.000000,81300.000000
814,0.000000,81400.000000
815,0.000000,81500.000000
816,0.000000,81600.000000
817,0.000000,81700.000000
818,0.000000,81800.000000
819,0.000000,81900.000000
820,0.000000,82000.000000
821,0.000000,82100.000000
822,0.000000,82200.000000
823,0.000000,82300.000000
824,0.000000,82400.000000
825,0.000000,82500.000000
826,0.000000,82600.000000
827,0.000000,82700.000000
828,0.000000,82800.000000
829,0.000000,82900.000000
830,0.000000,83000.000000
831,0.000000,83100.000000
832,0.000000,83200.000000
833,0.000000,83300.000000
834,0.000000,83400.000000
835,0.000000,83500.000000
836,0.000000,83600.000000
837,0.000000,83700.000000
838,0.000000,83800.000000
839,0.000000,83900.000000
840,0.000000,84000.000000
841,0.000000,84100.000000
842,0.000000,84200.000000
843,0.000000,84300.000000
844,0.000000,84400.000000
845,0.000000,84500.000000
846,0.000000,84600.000000
847,0.000000,84700.000000
848,0.000000,84800.000000
849,0.000000,84900.000000
850,0.000000,85000.000000
851,0.000000,85100.000000
852,0.000000,85200.000000
853,0.000000,85300.000000
854,0.000000,85400.000000
855,0.000000,85500.000000
856,0.000000,85600.000000
857,0.000000,85700.000000
858,0.000000,85800.000000
859,0.000000,85900.000000
860,0.000000,86000.000000
861,0.000000,86100.000000
862,0.000000,86200.000000
863,0.000000,86300.000000
864,0.000000,86400.000000
865,0.000000,86500.000000
866,0.000000,86600.000000
867,0.000000,86700.000000
868,0.000000,86800.000000
869,0.000000,86900.000000
870,0.000000,87000.000000
871,0.000000,87100.000000
872,0.000000,87200.000000
873,0.000000,87300.000000
874,0.000000,87400.000000
875,0.000000,87500.000000
876,0.000000,87600.000000
877,0.000000,87700.000000
878,0.000000,87800.000000
879,0.000000,87900.000000
880,0.000000,88000.000000
881,0.000000,88100.000000
882,0.000000,88200.000000
883,0.000000,88300.000000
884,0.000000,88400.000000
885,0.000000,88500.000000
886,0.000000,88600.000000
887,0.000000,88700.000000
888,0.000000,88800.000000
889,0.000000,88900.000000
890,0.000000,89000.000000
891,0.000000,89100.000000
892,0.000000,89200.000000
893,0.000000,89300.000000
894,0.000000,89400.000000
895,0.000000,89500.000000
896,0.000000,89600.000000
897,0.000000,89700.000000
898,0.000000,89800.000000
899,0.000000,89900.000000
900,0.000000,90000.000000
901,0.000000,90100.000000
902,0.000000,90200.000000
903,0.000000,90300.000000
904,0.000000,90400.000000
905,0.000000,90500.000000
906,0.000000,90600.000000
907,0.000000,90700.000000
908,0.000000,90800.000000
909,0.000000,90900.000000
910,0.000000,91000.000000
911,0.000000,91100.000000
912,0.000000,91200.000000
913,0.000000,91300.000000
914,0.000000,91400.000000
915,0.000000,91500.000000
916,0.000000,91600.000000
917,0.000000,91700.000000
918,0.000000,91800.000000
919,0.000000,91900.000000
920,0.000000,92000.000000
921,0.000000,92100.000000
922,0.000000,92200.000000
923,0.000000,92300.000000
924,0.000000,92400.000000
925,0.000000,92500.000000
926,0.000000,92600.000000
927,0.000000,92700.000000
928,0.000000,92800.000000
929,0.000000,92900.000000
930,0.000000,93000.000000
931,0.000000,93100.000000
932,0.000000,93200.000000
933,0.000000,93300.000000
934,0.000000,93400.000000
935,0.000000,93500.000000
936,0.000000,93600.000000
937,0.000000,93700.000000
938,0.000000,93800.000000
939,0.000000,93900.000000
940,0.000000,94000.000000
941,0.000000,94100.000000
942,0.000000,94200.000000
943,0.000000,94300.000000
944,0.000000,94400.000000
945,0.000000,94500.000000
946,0.000000,94600.000000
947,0.000000,94700.000000
948,0.000000,94800.000000
949,0.000000,94900.000000
950,0.000000,95000.000000
951,0.000000,95100.000000
952,0.000000,95200.000000
953,0.000000,95300.000000
954,0.000000,95400.000000
955,0.000000,95500.000000
956,0.000000,95600.000000
957,0.000000,95700.000000
958,0.000000,95800.000000
959,0.000000,95900.000000
960,0.000000,96000.000000
961,0.000000,96100.000000
962,0.000000,96200.000000
963,0.000000,96300.000000
964,0.000000,96400.000000
965,0.000000,96500.000000
966,0.000000,96600.000000
967,0.000000,96700.000000
968,0.000000,96800.000000
969,0.000000,96900.000000
970,0.000000,97000.000000
971,0.000000,97100.000000
972,0.000000,97200.000000
973,0.000000,97300.000000
974,0.000000,97400.000000
975,0.000000,97500.000000
976,0.000000,97600.000000
977,0.000000,97700.000000
978,0.000000,97800.000000
979,0.000000,97900.000000
980,0.000000,98000.000000
981,0.000000,98100.000000
982,0.000000,98200.000000
983,0.000000,98300.000000
984,0.000000,98400.000000
985,0.000000,98500.000000
986,0.000000,98600.000000
987,0.000000,98700.000000
988,0.000000,98800.000000
989,0.000000,98900.000000
990,0.000000,99000.000000
991,0.000000,99100.000000
992,0.000000,99200.000000
993,0.000000,99300.000000
994,0.000000,99400.000000
995,0.000000,99500.000000
996,0.000000,99600.000000
997,0.000000,99700.000000
998,0.000000,99800.000000
999,0.000000,99900.000000
1000,0.000000,100000.000000
